zipcode,Number of Returns,Number of Exemptions,NUMDEP,ELDERLY,Salaries and wages amount
3882,670,1210,290,220,21018
3883,110,160,30,30,3020
3884,2150,4050,1100,580,120375
3885,3990,7570,2200,1140,311427
3886,820,1420,340,250,24152
3887,1030,1910,500,250,44834
3890,440,770,180,150,14577
3894,3000,5370,1180,1370,127200
3901,3740,7160,2070,850,167310
3902,1250,2170,510,440,69932
3903,3510,6270,1550,1070,179585
3904,4170,7030,1580,1250,191384
3905,1000,1690,290,460,52596
3906,2480,4580,1200,620,112208
3907,970,1420,140,450,36828
3908,3660,6870,2020,840,183973
3909,5200,9250,2410,1800,282656
3910,630,970,140,310,21623
3911,320,500,50,210,16292
4001,1200,2220,570,360,46008
4002,3690,6590,1580,1060,149400
4003,160,280,40,110,4529
4005,11370,18930,4810,2490,419371
4008,1450,2710,690,430,62125
4009,2340,4170,1010,750,71506
4010,740,1380,400,210,20997
4011,10210,17660,4250,3520,437804
4015,1620,2930,750,390,64710
4017,220,370,70,110,5443
4020,730,1310,320,190,26999
4021,3250,6540,2070,880,244802
4022,610,1060,240,220,18776
4024,270,490,130,80,9345
4027,2910,5550,1640,580,121413
4029,900,1590,390,270,34285
4030,1080,1950,500,270,46089
4032,4080,7580,2020,1150,226558
4037,1780,3190,870,490,54790
4038,8360,15790,4570,2050,439049
4039,4070,7360,1870,970,192442
4040,1360,2410,550,450,47132
4041,660,1130,290,160,20603
4042,2280,4180,1110,550,99176
4043,5980,10480,2640,2150,298901
4046,3930,6770,1550,1300,188231
4047,940,1630,390,280,29257
4048,1400,2670,760,330,55732
4049,1740,3300,920,370,69576
4050,110,200,40,50,2573
4051,510,930,250,180,13468
4055,1940,3450,890,510,74027
4056,110,210,40,50,3440
4057,110,220,50,60,4209
4061,1620,3150,1040,230,66983
4062,9110,16550,4450,2070,435660
4063,190,300,30,110,5722
4064,4770,7330,1350,1580,171189
4066,310,540,80,160,10784
4068,540,1030,300,120,16884
4069,800,1500,390,230,39606
4071,2590,4710,1150,770,119421
4072,10400,17880,4590,2500,472668
4073,8180,14460,4050,1860,289575
4074,10050,18520,5100,3010,615463
4076,1320,2420,620,360,49589
4079,2000,3470,640,940,92842
4083,2360,4040,1050,590,85290
4084,3850,6880,1760,960,166057
4085,890,1780,550,190,38716
4086,4920,8860,2170,1590,204186
4087,1180,2190,610,260,47151
4088,670,1210,290,220,21218
4090,5560,9620,2120,1950,233339
4091,450,840,230,120,15783
4092,9680,16110,4040,2100,376704
4093,4120,7520,1960,950,177393
4095,570,1070,290,160,18002
4096,4440,8440,2550,1400,322747
4097,1890,3760,1130,510,132280
4101,9160,12420,2180,1370,344593
4102,9370,14340,3110,1840,426385
4103,16110,26220,6330,3690,718594
4105,6140,11720,3460,2030,540835
4106,13750,22580,5380,3410,596110
4107,4720,9190,2690,1690,382845
4108,480,820,170,200,24648
4110,860,1610,430,370,85132
4210,10420,18740,5410,2520,403613
4216,290,510,90,120,7755
4217,1630,2910,750,490,57849
4219,670,1260,340,190,21863
4220,1420,2670,740,340,52139
4221,410,750,210,90,13371
4222,1940,3760,1010,430,100632
4224,1170,2240,670,270,42145
4231,130,210,50,50,3092
4234,100,210,60,40,3694
4236,2140,4030,1080,540,86713
4237,160,250,50,60,4033
4238,630,1230,370,140,25239
4239,2080,3880,1060,570,70311
4240,14600,26610,8180,3290,484108
4250,2030,3830,1130,430,77302
4252,2300,4250,1170,510,88371
4253,990,1870,460,250,38569
4254,1250,2320,750,240,34747
4255,350,580,140,110,10482
4256,1360,2580,770,300,49544
4257,1070,2000,570,280,31863
4258,1300,2540,720,290,63089
4259,1550,2960,830,400,65361
4260,2750,5280,1500,600,131600
4261,230,390,70,80,8691
4263,1000,1920,540,220,38234
4265,420,810,230,110,15809
4268,2240,4040,1080,670,72200
4270,2720,5170,1460,710,95101
4274,2650,5000,1400,650,115635
4275,220,390,70,80,7069
4276,2420,4420,1220,690,72210
4280,3210,6040,1700,680,128644
4281,2220,4030,1150,570,69430
4282,2730,5160,1450,670,119643
4284,600,1060,240,240,23168
4285,190,370,70,90,5459
4287,1480,2820,750,350,63240
4289,790,1550,500,170,23228
4290,640,1290,360,180,25432
4292,400,810,230,110,11776
4294,1560,2960,850,430,57299
4330,12120,21000,5280,3320,425907
4342,820,1480,370,230,30124
4343,150,240,30,80,4396
4344,1440,2590,740,440,51803
4345,5700,10440,2810,1470,212642
4346,850,1450,360,250,26845
4347,1320,2170,420,540,56121
4348,1400,2640,700,470,48807
4349,640,1190,290,230,25222
4350,1690,3140,800,450,67914
4351,1350,2470,610,450,68243
4352,810,1520,400,280,30586
4353,1090,1990,510,310,34774
4354,700,1350,390,200,26257
4355,1230,2350,650,380,52177
4357,1660,2970,760,410,63727
4358,1890,3580,1040,460,75420
4359,220,410,110,60,7177
4360,260,490,130,80,8584
4363,1230,2330,670,310,44988
4364,2850,5270,1410,880,122749
4401,19970,34530,9040,4850,806722
4406,310,570,120,110,9105
4410,510,1000,300,120,16512
4411,750,1350,380,180,26987
4412,4880,8610,2270,1230,191633
4414,530,1010,280,170,14812
4416,2560,4660,1200,770,80916
4417,130,260,70,50,3495
4418,670,1300,370,150,21454
4419,1370,2630,730,310,53456
4421,330,580,130,160,11907
4422,490,1030,330,100,16094
4424,310,620,180,100,6687
4426,1990,3800,1080,670,68435
4427,1290,2560,780,300,47663
4428,1400,2590,670,380,52488
4429,2450,4540,1120,750,121064
4430,670,1200,280,250,17668
4431,120,200,30,60,3206
4434,520,1040,310,140,17144
4435,410,780,190,120,14677
4438,540,990,280,120,15792
4441,690,1200,220,320,18562
4442,240,380,80,90,5422
4443,990,1820,500,300,28275
4444,4370,8500,2490,1150,250141
4448,560,1070,280,160,17606
4449,660,1190,310,140,22930
4450,610,1110,300,130,21070
4453,300,560,150,80,7762
4455,370,760,220,120,10887
4456,1310,2560,730,280,52339
4457,2410,4730,1350,640,80959
4459,270,540,140,100,6525
4460,570,1030,270,170,15202
4461,1440,2550,650,360,50638
4462,1910,3380,710,760,53880
4463,1140,2100,540,340,30197
4464,260,490,120,80,6801
4468,3900,6710,1780,860,134294
4471,200,420,120,80,4347
4472,990,1740,420,330,29929
4473,2670,4160,960,690,104724
4474,1850,3460,910,530,79762
4475,130,280,80,30,4490
4476,550,940,180,230,13130
4478,150,260,30,80,3298
4479,520,1000,250,160,16585
4481,250,500,140,80,7802
4487,300,560,120,100,7090
4488,530,1030,280,130,19074
4489,210,340,60,80,6701
4493,800,1540,410,240,25829
4495,150,320,100,40,6840
4496,1790,3380,910,450,75152
4497,110,220,50,40,2517
4530,5610,9550,2280,1770,207706
4535,340,640,150,120,13148
4537,1120,1910,410,390,33884
4538,1010,1560,260,470,27873
4539,570,1040,240,230,16729
4543,1280,2040,440,550,34116
4544,380,590,70,210,12734
4547,560,1000,240,230,11678
4548,500,930,190,220,17815
4551,360,670,190,140,10228
4553,1020,1860,470,380,38095
4554,400,630,80,240,9261
4555,920,1620,370,320,32712
4556,670,1150,280,240,20493
4558,150,260,40,80,3148
4562,1030,1820,350,410,37947
4563,710,1290,320,240,22262
4564,260,450,70,130,8291
4568,180,310,40,100,4938
4571,130,220,30,70,2887
4572,2440,4410,1130,740,75679
4573,270,440,90,110,8771
4574,670,1280,330,190,20589
4575,110,190,30,70,3951
4576,330,510,70,160,8576
4578,2200,3820,850,710,75135
4579,1570,2910,690,510,66828
4605,6710,11820,2930,1960,244938
4606,500,940,230,170,10659
4607,530,940,230,210,11631
4609,2670,4200,860,810,96083
4611,240,450,100,80,4034
4612,260,420,70,100,6476
4614,1450,2550,630,560,44908
4616,400,710,140,200,9959
4617,370,670,150,170,9162
4619,1470,2560,670,450,47897
4622,530,1010,260,170,13992
4623,410,750,200,140,10888
4626,190,410,120,60,3843
4627,810,1420,330,300,18007
4628,260,490,130,80,6838
4630,650,1260,370,190,20695
4631,530,930,200,230,13544
4634,880,1600,440,250,24877
4640,1170,2070,520,360,35910
4643,480,850,230,170,9886
4644,170,280,60,60,4979
4648,270,490,130,80,7916
4649,550,1030,250,180,11292
4650,150,250,40,70,2459
4652,700,1230,280,300,15620
4653,290,520,120,100,8093
4654,1360,2460,640,430,40088
4655,390,740,210,130,7995
4657,150,260,50,60,4546
4658,620,1170,330,210,13405
4660,790,1330,280,310,32242
4662,310,480,100,120,9022
4664,570,980,240,180,14583
4666,490,970,290,170,13380
4667,570,1210,430,170,16140
4668,650,1330,470,170,18202
4669,130,240,40,60,2820
4671,250,460,120,90,8241
4674,200,330,80,60,5278
4675,140,230,40,50,5971
4676,470,840,210,160,11316
4677,150,250,50,70,3139
4679,1050,1730,360,370,32806
4680,500,930,240,160,9705
4681,530,920,160,200,10201
4684,800,1400,310,300,25147
4685,170,330,90,70,2852
4691,180,330,90,60,4478
4693,260,420,80,120,6956
4694,1020,1890,520,300,37131
4730,4120,8070,2540,1140,135919
4732,760,1380,360,220,22488
4734,280,540,160,80,8661
4735,220,420,120,80,5714
4736,4130,7530,2080,1100,146156
4739,400,720,170,130,12490
4740,540,1060,300,160,19830
4742,1440,2680,750,410,44133
4743,1970,3570,940,520,68593
4745,460,880,220,130,14983
4746,160,270,60,50,4121
4747,480,980,290,160,14277
4750,820,1500,400,240,22042
4756,1490,2610,570,540,46209
4757,1260,2400,660,330,50914
4758,700,1400,450,190,23831
4760,340,640,170,100,9771
4761,250,480,110,90,9514
4762,230,450,120,90,6812
4763,320,600,140,90,9146
4765,470,910,240,180,11459
4766,160,340,100,40,4988
4768,170,310,60,80,4612
4769,4240,7530,2040,1160,147702
4772,340,590,120,140,10432
4773,350,580,130,110,11145
4774,260,480,110,100,6236
4776,360,710,180,130,8873
4777,130,260,90,40,2679
4779,150,290,40,70,3927
4780,270,610,210,80,7149
4781,240,450,120,60,7822
4783,200,350,60,90,5779
4785,870,1670,460,290,23192
4786,730,1450,440,220,23608
4787,190,350,80,50,6022
4841,3670,5920,1330,1180,101059
4843,2730,4640,1070,1200,103388
4847,770,1460,410,210,29938
4848,290,520,90,140,8370
4849,1820,3220,770,640,61495
4853,230,400,90,80,6574
4854,780,1320,270,360,22657
4855,130,230,40,70,2520
4856,1890,3400,880,710,83504
4858,730,1260,280,260,22656
4859,400,670,120,170,10390
4860,810,1410,290,370,21325
4861,1370,2370,590,460,42857
4862,1790,3380,860,570,62578
4863,650,1090,250,210,12418
4864,1950,3580,960,510,62615
4901,10860,19380,5340,2870,392771
4910,930,1810,500,260,35035
4911,850,1610,470,210,24191
4912,380,800,240,80,12481
4915,4250,7340,1740,1470,132619
4917,1490,2740,710,430,67494
4918,200,350,50,100,6559
4920,640,1160,290,210,17599
4921,720,1320,380,190,21266
4922,510,940,270,110,14917
4923,180,350,100,50,4677
4924,920,1800,550,210,30618
4926,170,320,60,70,7636
4927,1510,2870,820,350,52689
4928,870,1770,510,250,28276
4929,340,680,230,80,10106
4930,1760,3250,910,510,47758
4932,550,1060,270,150,20583
4936,120,220,40,50,3832
4937,2870,5210,1440,650,105538
4938,3420,6260,1680,970,111938
4939,430,840,220,120,11753
4941,790,1460,400,210,23358
4942,430,840,220,150,11516
4943,720,1410,410,170,22577
4945,530,960,250,150,17917
4947,940,1550,320,330,33155
4949,500,920,250,170,12955
4950,1890,3540,1000,480,63474
4951,450,820,210,140,13911
4952,900,1700,480,260,29311
4953,1450,2690,750,380,47873
4955,660,1340,410,190,21905
4956,340,630,180,90,11017
4957,1820,3470,940,450,65311
4958,790,1480,380,250,24022
4961,420,760,180,140,11814
4962,120,190,40,50,3327
4963,3360,6260,1720,920,143134
4964,140,220,30,70,2596
4965,820,1640,490,220,26280
4966,700,1280,320,230,18832
4967,1680,3320,1030,400,66570
4969,590,1100,330,140,19094
4970,750,1300,270,300,21040
4971,830,1590,440,240,25941
4973,680,1260,360,170,22502
4974,1300,2350,630,430,37089
4975,100,190,50,40,3193
4976,4210,7780,2200,1020,149136
4978,480,840,190,140,18030
4979,450,840,220,140,12440
4981,1060,1920,430,380,34169
4982,330,560,130,80,10218
4983,710,1400,400,200,22065
4984,230,430,110,80,6690
4986,680,1360,420,170,19953
4987,430,880,280,110,12451
4988,780,1410,390,200,22897
4989,2030,3830,1110,500,79321
4992,210,340,90,60,5101
5001,3880,6450,1600,1100,153154
5031,230,390,100,90,7427
5032,1180,2110,510,360,44218
5033,1500,2680,700,430,54248
5034,190,330,70,70,7234
5035,310,480,70,90,10168
5036,450,780,150,170,18285
5037,440,760,140,150,18613
5038,660,1210,320,220,21631
5039,430,780,170,140,13721
5040,310,560,140,100,10943
5041,140,270,90,40,4784
5042,280,530,150,120,8486
5043,440,830,230,140,21003
5045,770,1330,320,260,30084
5046,590,1090,280,170,20272
5048,1300,2260,550,390,57014
5051,530,900,220,190,14997
5052,180,320,80,40,7439
5053,180,300,70,70,5936
5055,1820,3430,960,670,137601
5056,190,310,60,60,7088
5058,200,370,90,60,6894
5059,820,1420,330,300,40470
5060,2340,4120,1010,790,85764
5061,680,1210,280,230,28397
5062,350,620,160,140,13097
5065,600,1100,300,190,27061
5067,160,250,50,60,6274
5068,1530,2610,600,410,54625
5069,320,590,160,100,9583
5070,280,510,140,120,12540
5071,180,290,60,80,5504
5072,220,380,90,90,7645
5075,680,1210,290,230,30097
5076,240,460,140,60,8178
5077,550,980,240,150,22023
5079,320,530,130,90,9929
5081,430,780,210,150,13079
5083,130,210,50,40,4083
5084,130,220,40,50,4778
5086,380,660,160,110,12880
5089,2150,3710,900,710,79152
5091,1790,2990,640,790,77250
5101,1960,3380,920,550,60170
5142,330,620,160,110,11129
5143,2230,4020,970,780,79145
5146,280,520,120,120,9350
5148,660,1210,310,230,23111
5149,1250,1920,360,460,38005
5150,530,910,220,180,16652
5151,660,1180,260,250,23236
5152,210,370,110,70,7945
5153,420,670,140,140,13067
5154,450,780,200,170,15102
5155,580,910,220,150,17706
5156,4130,7270,1840,1310,145184
5158,720,1300,260,190,22856
5161,320,530,100,160,9627
5201,7230,12370,3310,2070,236946
5250,1700,3070,800,600,65706
5251,730,1260,300,330,32229
5252,200,350,90,50,6216
5253,310,560,130,110,12666
5254,420,750,200,180,20134
5255,2240,3860,1040,710,86798
5257,1260,2210,590,420,46752
5260,170,340,90,60,6717
5261,1160,2120,560,360,39008
5262,1210,2230,550,440,49049
5301,7510,12510,3050,2270,254445
5340,420,750,200,150,15353
5341,190,350,90,70,6242
5342,350,590,120,110,11630
5343,430,690,180,120,11718
5345,850,1540,380,280,30145
5346,2230,3790,860,760,81513
5350,350,640,160,120,12848
5352,410,750,170,150,17890
5353,570,990,230,200,17945
5354,1060,1940,540,320,44723
5355,210,380,90,80,5846
5356,740,1090,180,200,20569
5358,180,310,70,70,4857
5359,290,480,100,110,7530
5360,210,390,110,70,6334
5361,360,680,180,120,12106
5362,160,280,60,70,6259
5363,1210,2010,460,370,36115
5401,12690,17890,3670,1990,522153
5403,10500,17430,4160,2890,568552
5404,4040,6160,1380,600,149078
5408,5400,9430,2340,1510,242300
5440,980,1800,460,270,33203
5441,340,620,170,90,13463
5442,160,290,70,40,6102
5443,3390,5900,1460,930,133073
5444,940,1810,480,200,43851
5445,1940,3800,1110,620,142945
5446,8640,14860,3720,2080,433131
5448,550,1080,300,160,23754
5450,2370,4550,1360,570,90063
5452,11290,20220,5460,2730,595170
5454,2500,4870,1360,520,133276
5455,620,1160,330,130,29899
5456,660,1170,280,190,29795
5457,740,1440,420,190,30328
5458,1110,1950,460,340,52322
5459,920,1670,470,190,33325
5461,2570,4760,1250,630,138748
5462,1050,1930,490,240,51835
5463,280,460,110,80,8716
5464,1500,2590,630,330,62720
5465,2920,5640,1580,740,171588
5468,7290,13080,3450,1590,344878
5471,410,760,200,130,13662
5472,1020,1780,400,280,44344
5473,740,1280,270,240,31485
5474,490,870,170,220,23028
5476,1270,2400,750,310,39539
5477,2420,4370,1150,570,133372
5478,7700,13840,3940,1770,322028
5482,4110,7480,2050,1520,254013
5483,730,1390,400,130,31345
5486,970,1690,380,370,51119
5487,780,1410,380,170,29994
5488,3680,6770,1800,920,152698
5489,1610,3080,820,440,95831
5491,3200,5510,1320,960,126870
5492,420,690,160,120,14815
5494,930,1690,430,220,50323
5495,5730,10290,2650,1700,349710
5602,6230,10660,2580,2000,261280
5640,100,190,40,40,3252
5641,7990,13820,3480,2170,318695
5647,490,940,250,160,14761
5648,240,420,90,120,7537
5649,520,950,230,170,20665
5650,530,930,240,160,21535
5651,850,1590,420,270,37295
5652,430,750,190,110,14235
5653,200,350,100,40,6656
5654,630,1100,290,150,22905
5655,1440,2620,680,430,51855
5656,1570,2650,680,320,47255
5657,130,240,70,50,6633
5658,750,1330,360,230,23803
5660,960,1740,450,270,47865
5661,3090,5270,1360,840,114612
5663,2330,4030,980,670,92563
5664,270,440,100,80,8750
5667,1150,1960,470,330,42712
5669,250,480,110,70,8113
5672,2960,4970,1240,780,169324
5673,1560,2610,580,500,71079
5674,790,1370,350,270,29714
5675,480,860,200,160,16657
5676,2750,4730,1170,610,132616
5677,1220,2260,550,350,71540
5678,140,240,60,30,5680
5679,1690,2990,750,440,64178
5680,970,1810,510,220,34964
5681,190,330,70,50,6999
5682,620,1140,260,200,24493
5701,10160,16800,3950,3270,374065
5730,210,370,70,90,7082
5732,520,890,200,180,17495
5733,2950,5210,1290,930,102375
5734,660,1150,270,210,21935
5735,1450,2440,540,500,50485
5736,280,470,90,90,10556
5737,360,650,180,110,15048
5738,580,1010,190,220,22984
5739,600,1120,300,190,21397
5740,400,650,140,110,14375
5742,250,460,120,90,8890
5743,2020,3600,960,540,65837
5744,280,520,110,90,11153
5747,130,210,40,30,3497
5748,170,290,70,50,4510
5751,760,1140,200,220,29631
5753,4330,7550,1910,1530,182295
5757,440,820,220,150,13414
5758,390,700,170,130,13078
5759,1090,1800,380,370,36788
5760,570,1080,300,180,21542
5761,540,960,210,200,16221
5762,270,460,90,90,10470
5763,1430,2510,610,440,62922
5764,1450,2550,640,430,49837
5765,890,1540,420,250,32822
5766,230,410,110,80,8879
5767,560,940,180,230,19442
5769,610,1050,260,200,22024
5770,560,980,220,210,21653
5772,270,440,90,80,9593
5773,1030,1850,440,370,39136
5774,630,1100,240,220,19859
5775,270,550,160,70,8730
5776,140,260,80,50,3913
5777,1810,3080,720,560,63223
5778,350,670,170,100,11852
5819,3910,7160,2060,1170,140363
5820,180,350,90,60,5806
5821,580,1070,300,200,19239
5822,950,1760,500,320,29213
5824,550,1020,310,130,16764
5825,110,210,50,40,3869
5826,430,760,180,130,12441
5827,240,430,100,90,6483
5828,1020,1870,480,380,39314
5829,1240,2210,550,400,42953
5830,780,1350,360,230,23283
5832,480,860,220,150,16295
5836,510,950,260,160,16281
5837,170,310,80,60,4501
5839,350,650,170,110,10668
5841,180,300,40,100,5374
5842,280,550,170,90,8264
5843,1330,2370,640,380,39880
5845,590,1100,290,170,18825
5846,600,1050,260,220,15801
5847,370,740,220,100,11128
5850,230,420,120,80,7215
5851,2670,4740,1220,730,84591
5853,260,420,80,120,7126
5855,3320,5770,1480,1020,106863
5857,720,1270,320,200,23051
5858,150,260,70,40,3665
5859,880,1610,440,230,26916
5860,1210,2230,620,350,37807
5862,200,320,70,90,8241
5866,290,550,150,90,8878
5867,290,620,190,100,8990
5868,150,280,70,40,5167
5871,730,1360,380,230,22514
5872,370,660,160,110,10052
5873,360,670,180,120,11495
5874,310,510,130,100,9626
5875,270,450,100,110,7685
5903,380,710,180,130,11481
5904,120,210,60,30,2979
5905,330,560,100,130,9336
5906,510,960,240,160,15292
6001,9250,18570,5780,2990,1089442
6002,11680,19210,4920,4050,588105
6010,30100,52620,14720,7130,1349652
6013,4660,9370,2850,1240,393041
6016,3290,5680,1410,850,173580
6018,1390,2270,550,410,47688
6019,4880,9210,2630,1540,380547
6021,710,1310,320,230,35675
6023,720,1300,360,220,44911
6024,300,540,170,90,9466
6026,2690,5110,1460,760,177553
6027,760,1400,370,250,42924
6029,8090,15380,4450,2060,594988
6031,570,960,200,200,25406
6032,9300,17260,4760,3020,844032
6033,14430,27970,8590,4170,1283930
6035,3700,7020,2000,1160,252853
6037,10090,18310,4900,3280,603244
6039,1070,1910,480,410,54236
6040,17800,31130,9130,3960,810671
6042,12420,21240,5470,2690,617231
6043,2610,4820,1280,810,165961
6051,13160,24540,9870,1620,361121
6052,3890,6680,1960,1000,159062
6053,15730,27530,8670,3140,551279
6057,3440,6380,1690,1050,222422
6058,830,1470,340,300,37679
6060,1200,2550,820,330,112877
6061,120,200,50,30,4564
6062,9370,15880,4050,2440,440656
6063,1650,3170,840,480,96483
6065,370,670,150,130,19914
6066,15500,25870,6330,3980,731880
6067,10550,19160,5080,3100,644033
6068,700,1170,240,360,31851
6069,1150,1890,360,500,57457
6070,7580,15070,4680,2340,729336
6071,4590,8710,2470,1390,304220
6073,2830,5700,1850,760,329929
6074,13320,25500,7610,3780,926814
6076,6050,10790,2710,1610,291995
6078,5130,9680,2840,1520,417352
6081,740,1270,370,190,36719
6082,20960,36340,9460,5390,991495
6084,7130,14210,4350,1890,539705
